2025-12-15 22:09:08 [ERROR]: Unhandled error in request {"requestId":"1765854548546-fs2t8kc6y","method":"GET","path":"/debug-sentry","userId":null,"error":{"message":"My first Sentry error!","stack":"Error: My first Sentry error!\n    at mainHandler (file:///C:/Users/Zaid%20Hasan/OneDrive/Desktop/New%20ATS/Aandsz-Forces-ATS-CS490/backend/server.js:627:9)\n    at Layer.handle [as handle_request] (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\route.js:149:13)\n    at Route.dispatch (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\route.js:119:3)\n    at Layer.handle [as handle_request] (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:284:15\n    at Function.process_params (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at Layer.handle [as handle_request] (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:91:12)\n    at trim_prefix (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)\n    at C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:286:9\n    at Function.process_params (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at requestLogger (file:///C:/Users/Zaid%20Hasan/OneDrive/Desktop/New%20ATS/Aandsz-Forces-ATS-CS490/backend/middleware/logging.js:63:3)\n    at Layer.handle [as handle_request] (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at trim_prefix (C:\\Users\\Zaid Hasan\\OneDrive\\Desktop\\New ATS\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)","name":"Error"}}
2025-12-16 20:31:07 [ERROR]: Unhandled error in request {"method":"OPTIONS","path":"/api/jobs","route":"/api/jobs","userId":null,"query":{},"headers":{},"error":{"message":"CORS blocked","stack":"Error: CORS blocked\n    at origin (C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/server.js:173:10)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:219:13\n    at optionsCallback (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:199:9)\n    at corsMiddleware (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:204:7)\n    at Layer.handle [as handle_request] (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at trim_prefix (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:286:9\n    at Function.process_params (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:527:6)\n    at xXssProtectionMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:307:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPoweredByMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:300:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPermittedCrossDomainPoliciesMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:293:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)","name":"Error"}}
2025-12-16 20:31:07 [ERROR]: Unhandled error in request {"method":"OPTIONS","path":"/api/jobs","userId":null,"error":{"message":"CORS blocked","stack":"Error: CORS blocked\n    at origin (C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/server.js:173:10)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:219:13\n    at optionsCallback (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:199:9)\n    at corsMiddleware (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:204:7)\n    at Layer.handle [as handle_request] (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at trim_prefix (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:286:9\n    at Function.process_params (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:527:6)\n    at xXssProtectionMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:307:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPoweredByMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:300:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPermittedCrossDomainPoliciesMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:293:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)","name":"Error"}}
2025-12-16 20:31:08 [ERROR]: Request completed with error {"requestId":"1765935068147-sqgx6ywav","method":"GET","path":"/Test%20Company","route":"/:name","statusCode":500,"responseTime":"3ms","userId":null,"error":null}
2025-12-16 20:31:08 [ERROR]: Request completed with error {"requestId":"1765935068287-sjqjx1nf7","method":"POST","path":"/delete","route":"/delete","statusCode":500,"responseTime":"2ms","userId":1,"error":null}
2025-12-16 20:31:08 [ERROR]: Request completed with error {"requestId":"1765935068293-q8pw387zc","method":"POST","path":"/","route":"/","statusCode":500,"responseTime":"27ms","userId":null,"error":null}
2025-12-16 20:31:08 [ERROR]: Request completed with error {"requestId":"1765935068479-d4e93j1h4","method":"PUT","path":"/Error%20Test%20Company","route":"/:name","statusCode":500,"responseTime":"24ms","userId":null,"error":null}
2025-12-16 20:31:09 [ERROR]: Request completed with error {"requestId":"1765935069027-faczrrw9h","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"86ms","userId":null,"error":null}
2025-12-16 20:31:09 [ERROR]: Request completed with error {"requestId":"1765935069195-m503yh02z","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"83ms","userId":null,"error":null}
2025-12-16 20:31:10 [ERROR]: Request completed with error {"requestId":"1765935070532-rd1gxjgc8","method":"GET","path":"/","route":"/","statusCode":500,"responseTime":"6ms","userId":159109,"error":null}
2025-12-16 20:31:10 [ERROR]: Request completed with error {"requestId":"1765935070722-cagidymi7","method":"POST","path":"/","route":"/","statusCode":500,"responseTime":"26ms","userId":159111,"error":null}
2025-12-16 20:31:10 [ERROR]: Request completed with error {"requestId":"1765935070928-yttiucec3","method":"DELETE","path":"/3163","route":"/:id","statusCode":500,"responseTime":"53ms","userId":159113,"error":null}
2025-12-16 20:31:11 [ERROR]: Request completed with error {"requestId":"1765935071812-0e4ad0woz","method":"POST","path":"/profile","route":"/profile","statusCode":500,"responseTime":"3ms","userId":null,"error":null}
2025-12-16 20:31:11 [ERROR]: Request completed with error {"requestId":"1765935071921-4mksvcsqf","method":"GET","path":"/profile","route":"/profile","statusCode":500,"responseTime":"2ms","userId":null,"error":null}
2025-12-16 20:31:12 [ERROR]: Request completed with error {"requestId":"1765935072033-trkev4264","method":"POST","path":"/profile/picture","route":"/profile/picture","statusCode":500,"responseTime":"4ms","userId":null,"error":null}
2025-12-16 20:31:12 [ERROR]: Request completed with error {"requestId":"1765935072246-9drsppvi3","method":"GET","path":"/profile/summary","route":"/profile/summary","statusCode":500,"responseTime":"2ms","userId":null,"error":null}
2025-12-16 20:36:39 [ERROR]: Request completed with error {"requestId":"1765935399429-r1nmmhbe2","method":"GET","path":"/education","route":"/education","statusCode":500,"responseTime":"5ms","userId":null,"error":null}
2025-12-16 20:36:39 [ERROR]: Request completed with error {"requestId":"1765935399590-c2lufqyzd","method":"POST","path":"/education","route":"/education","statusCode":500,"responseTime":"29ms","userId":null,"error":null}
2025-12-16 20:36:40 [ERROR]: Unhandled error in request {"method":"OPTIONS","path":"/api/jobs","route":"/api/jobs","userId":null,"query":{},"headers":{},"error":{"message":"CORS blocked","stack":"Error: CORS blocked\n    at origin (C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/server.js:173:10)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:219:13\n    at optionsCallback (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:199:9)\n    at corsMiddleware (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:204:7)\n    at Layer.handle [as handle_request] (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at trim_prefix (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:286:9\n    at Function.process_params (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:527:6)\n    at xXssProtectionMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:307:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPoweredByMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:300:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPermittedCrossDomainPoliciesMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:293:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)","name":"Error"}}
2025-12-16 20:36:40 [ERROR]: Unhandled error in request {"method":"OPTIONS","path":"/api/jobs","userId":null,"error":{"message":"CORS blocked","stack":"Error: CORS blocked\n    at origin (C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/server.js:173:10)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:219:13\n    at optionsCallback (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:199:9)\n    at corsMiddleware (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:204:7)\n    at Layer.handle [as handle_request] (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at trim_prefix (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:286:9\n    at Function.process_params (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:527:6)\n    at xXssProtectionMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:307:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPoweredByMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:300:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPermittedCrossDomainPoliciesMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:293:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)","name":"Error"}}
2025-12-16 20:36:41 [ERROR]: Request completed with error {"requestId":"1765935401031-bojpmqhjg","method":"GET","path":"/Test%20Company","route":"/:name","statusCode":500,"responseTime":"4ms","userId":null,"error":null}
2025-12-16 20:36:41 [ERROR]: Request completed with error {"requestId":"1765935401182-gtsj1mro8","method":"POST","path":"/","route":"/","statusCode":500,"responseTime":"65ms","userId":null,"error":null}
2025-12-16 20:36:41 [ERROR]: Request completed with error {"requestId":"1765935401578-g3fqhwspf","method":"PUT","path":"/Error%20Test%20Company","route":"/:name","statusCode":500,"responseTime":"29ms","userId":null,"error":null}
2025-12-16 20:36:45 [ERROR]: Request completed with error {"requestId":"1765935405817-t826fbkf3","method":"GET","path":"/","route":"/","statusCode":500,"responseTime":"9ms","userId":160050,"error":null}
2025-12-16 20:36:46 [ERROR]: Request completed with error {"requestId":"1765935405997-ua2k8tr0t","method":"POST","path":"/","route":"/","statusCode":500,"responseTime":"28ms","userId":160053,"error":null}
2025-12-16 20:36:46 [ERROR]: Request completed with error {"requestId":"1765935406219-lnff4onpe","method":"DELETE","path":"/3179","route":"/:id","statusCode":500,"responseTime":"54ms","userId":160057,"error":null}
2025-12-16 20:36:47 [ERROR]: Request completed with error {"requestId":"1765935407339-e9nbl4eg1","method":"POST","path":"/profile","route":"/profile","statusCode":500,"responseTime":"2ms","userId":null,"error":null}
2025-12-16 20:36:47 [ERROR]: Request completed with error {"requestId":"1765935407459-urj23zgk5","method":"GET","path":"/profile","route":"/profile","statusCode":500,"responseTime":"2ms","userId":null,"error":null}
2025-12-16 20:36:47 [ERROR]: Request completed with error {"requestId":"1765935407575-pd2g8mtqv","method":"POST","path":"/profile/picture","route":"/profile/picture","statusCode":500,"responseTime":"3ms","userId":null,"error":null}
2025-12-16 20:36:47 [ERROR]: Request completed with error {"requestId":"1765935407818-t5hw81se0","method":"GET","path":"/profile/summary","route":"/profile/summary","statusCode":500,"responseTime":"3ms","userId":null,"error":null}
2025-12-16 20:36:51 [ERROR]: Request completed with error {"requestId":"1765935411534-hln1zeqp3","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"87ms","userId":null,"error":null}
2025-12-16 20:36:52 [ERROR]: Request completed with error {"requestId":"1765935412343-7biinwl9w","method":"POST","path":"/login","route":"/login","statusCode":500,"responseTime":"1ms","userId":null,"error":null}
2025-12-16 20:36:52 [ERROR]: Request completed with error {"requestId":"1765935412995-ftalf9myj","method":"POST","path":"/linkedin-login","route":"/linkedin-login","statusCode":500,"responseTime":"1ms","userId":null,"error":null}
2025-12-16 20:36:53 [ERROR]: Request completed with error {"requestId":"1765935413355-dlpznfkht","method":"POST","path":"/forgot","route":"/forgot","statusCode":500,"responseTime":"1ms","userId":null,"error":null}
2025-12-16 20:36:54 [ERROR]: Request completed with error {"requestId":"1765935414065-sba3wlsnv","method":"GET","path":"/me","route":"/me","statusCode":500,"responseTime":"2ms","userId":1,"error":null}
2025-12-16 20:36:54 [ERROR]: Request completed with error {"requestId":"1765935414241-9mmrm6b80","method":"PUT","path":"/me","route":"/me","statusCode":500,"responseTime":"2ms","userId":1,"error":null}
2025-12-16 20:36:55 [ERROR]: Request completed with error {"requestId":"1765935415354-b5rqqz1x8","method":"POST","path":"/delete","route":"/delete","statusCode":500,"responseTime":"3ms","userId":1,"error":null}
2025-12-16 20:36:56 [ERROR]: Request completed with error {"requestId":"1765935416276-8piew2okb","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"108ms","userId":null,"error":null}
2025-12-16 20:36:56 [ERROR]: Request completed with error {"requestId":"1765935416478-hih06ez4i","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"108ms","userId":null,"error":null}
2025-12-16 20:39:44 [ERROR]: Request completed with error {"requestId":"1765935584463-lbxlva0m2","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"83ms","userId":null,"error":null}
2025-12-16 20:39:45 [ERROR]: Request completed with error {"requestId":"1765935585283-6vpd107b8","method":"POST","path":"/login","route":"/login","statusCode":500,"responseTime":"0ms","userId":null,"error":null}
2025-12-16 20:39:45 [ERROR]: Request completed with error {"requestId":"1765935585956-en7xe2o4w","method":"POST","path":"/linkedin-login","route":"/linkedin-login","statusCode":500,"responseTime":"1ms","userId":null,"error":null}
2025-12-16 20:39:46 [ERROR]: Request completed with error {"requestId":"1765935586315-ez2stccpa","method":"POST","path":"/forgot","route":"/forgot","statusCode":500,"responseTime":"1ms","userId":null,"error":null}
2025-12-16 20:39:46 [ERROR]: Request completed with error {"requestId":"1765935586994-uwqumizv2","method":"GET","path":"/me","route":"/me","statusCode":500,"responseTime":"2ms","userId":1,"error":null}
2025-12-16 20:39:47 [ERROR]: Request completed with error {"requestId":"1765935587171-zssgasulw","method":"PUT","path":"/me","route":"/me","statusCode":500,"responseTime":"2ms","userId":1,"error":null}
2025-12-16 20:39:48 [ERROR]: Request completed with error {"requestId":"1765935588177-t9b3bbt0h","method":"POST","path":"/delete","route":"/delete","statusCode":500,"responseTime":"1ms","userId":1,"error":null}
2025-12-16 20:39:49 [ERROR]: Request completed with error {"requestId":"1765935588956-xkeu5l4rq","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"85ms","userId":null,"error":null}
2025-12-16 20:39:49 [ERROR]: Request completed with error {"requestId":"1765935589136-lky3uc9qt","method":"POST","path":"/register","route":"/register","statusCode":500,"responseTime":"81ms","userId":null,"error":null}
2025-12-16 20:39:51 [ERROR]: Unhandled error in request {"method":"OPTIONS","path":"/api/jobs","route":"/api/jobs","userId":null,"query":{},"headers":{},"error":{"message":"CORS blocked","stack":"Error: CORS blocked\n    at origin (C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/server.js:173:10)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:219:13\n    at optionsCallback (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:199:9)\n    at corsMiddleware (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\cors\\lib\\index.js:204:7)\n    at Layer.handle [as handle_request] (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at trim_prefix (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:328:13)\n    at C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:286:9\n    at Function.process_params (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\Users\\aditn\\OneDrive\\Desktop\\Cursor\\Aandsz-Forces-ATS-CS490\\backend\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:527:6)\n    at xXssProtectionMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:307:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPoweredByMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:300:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)\n    at xPermittedCrossDomainPoliciesMiddleware (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:293:3)\n    at internalNext (file:///C:/Users/aditn/OneDrive/Desktop/Cursor/Aandsz-Forces-ATS-CS490/backend/node_modules/helmet/index.mjs:525:6)","name":"Error"}}
